"UNITID","Institution_type","State"
"417123","Public","CA"
"417248","Public","CT"
"417275","Public","CT"
"417327","Private, nonprofit","FL"
"417442","Public","IL"
"417503","Private, for-profit","KS"
"417600","Private, for-profit","MN"
"417628","Public","MO"
"417637","Public","MO"
"417646","Public","MO"
"417655","Public","MO"
"417682","Public","MO"
"417716","Public","MO"
"417725","Private, for-profit","MO"
"417734","Private, nonprofit","MO"
"417752","Private, nonprofit","TX"
"417831","Public","NJ"
"417840","Private, for-profit","PA"
"417868","Public","NY"
"417886","Public","NY"
"417910","Public","NY"
"417983","Public","NY"
"417992","Public","NY"
"418001","Public","NY"
"418010","Public","NY"
"418029","Public","NY"
"418038","Public","NY"
"418056","Public","NY"
"418065","Public","NY"
"418083","Public","NY"
"418126","Private, nonprofit","NY"
"418171","Private, for-profit","NY"
"418199","Public","OH"
"418205","Public","OH"
"418223","Public","OH"
"418250","Public","OH"
"418269","Private, for-profit","OH"
"418278","Public","OH"
"418296","Public","OK"
"418302","Public","OK"
"418320","Public","OK"
"418348","Public","OK"
"418357","Public","OK"
"418409","Public","PA"
"418427","Public","PA"
"418445","Public","PA"
"418454","Public","PA"
"418481","Public","PA"
"418515","Public","PA"
"418524","Public","PA"
"418533","Public","PA"
"418542","Public","PA"
"418560","Public","PA"
"418588","Public","PA"
"418612","Public","PA"
"418658","Private, for-profit","PA"
"418764","Private, for-profit","PR"
"418773","Private, for-profit","PR"
"418782","Private, for-profit","PR"
"418889","Private, for-profit","TN"
"418913","Private, for-profit","TX"
"418968","Private, for-profit","TX"
"419031","Public","WV"
"419095","Public","MA"
"419183","Private, for-profit","CA"
"419217","Private, for-profit","FL"
"419226","Public","FL"
"419235","Private, for-profit","GA"
"419244","Private, for-profit","GA"
"419253","Private, for-profit","IL"
"419280","Private, for-profit","MO"
"419332","Public","PA"
"419341","Private, for-profit","PA"
"419420","Public","WV"
"419484","Public","PA"
"419633","Private, for-profit","TX"
"419703","Private, for-profit","PR"
"419712","Private, for-profit","PR"
"419721","Private, for-profit","PR"
"420024","Private, for-profit","VA"
"420042","Private, for-profit","HI"
"420130","Private, for-profit","NJ"
"420246","Private, nonprofit","AZ"
"420255","Private, for-profit","PR"
"420325","Private, nonprofit","NY"
"420343","Private, for-profit","NJ"
"420370","Private, for-profit","DC"
"420398","Public","TX"
"420431","Public","GA"
"420440","Public","ME"
"420468","Public","NY"
"420538","Public","AR"
"420556","Public","OR"
"420705","Private, nonprofit","TX"
"420723","Public","OR"
"420981","Private, nonprofit","NY"
"421513","Private, for-profit","KY"
"421610","Private, for-profit","UT"
"421665","Private, for-profit","MI"
"421708","Private, for-profit","AZ"
"421717","Public","OH"
"421771","Private, for-profit","MO"
"421832","Private, for-profit","NC"
"421841","Private, for-profit","NY"
"421878","Private, for-profit","NJ"
"421896","Private, for-profit","PR"
"422695","Private, for-profit","CA"
"422835","Private, for-profit","CA"
"423120","Private, for-profit","FL"
"423397","Private, for-profit","PR"
"423412","Private, for-profit","TX"
"423643","Private, nonprofit","AZ"
"423652","Public","OR"
"425250","Private, for-profit","GA"
"425986","Private, for-profit","MA"
"426314","Private, nonprofit","FL"
"427308","Private, nonprofit","NY"
"427335","Private, for-profit","NY"
"427894","Private, nonprofit","VA"
"427973","Private, for-profit","VA"
"427982","Private, for-profit","VA"
"427991","Public","FL"
"428000","Private, for-profit","FL"
"428019","Public","OK"
"428055","Private, for-profit","PR"
"428125","Private, for-profit","CA"
"428143","Private, for-profit","OK"
"428170","Private, for-profit","FL"
"428259","Private, nonprofit","WI"
"428392","Public","OR"
"429012","Private, for-profit","FL"
"429085","Private, for-profit","TX"
"429094","Private, for-profit","TX"
"429128","Private, nonprofit","MA"
"430184","Private, for-profit","MD"
"430227","Private, for-profit","PA"
"430245","Private, for-profit","TX"
"430306","Private, nonprofit","VA"
"430403","Private, for-profit","NJ"
"430485","Private, for-profit","NE"
"430564","Private, for-profit","NY"
"430582","Private, for-profit","FL"
"430670","Private, nonprofit","PR"
"430704","Private, for-profit","TX"
"430795","Public","WV"
"430883","Public","NY"
"430908","Public","PA"
"430935","Private, for-profit","PR"
"430971","Public","PA"
"431017","Public","OK"
"431071","Private, for-profit","NY"
"431099","Private, for-profit","MA"
"431105","Public","NY"
"431123","Private, for-profit","PR"
"431141","Private, for-profit","CA"
"431169","Public","WV"
"431187","Public","CT"
"431196","Public","NY"
"431266","Public","VA"
"431275","Public","NY"
"431284","Private, for-profit","TX"
"431558","Public","FL"
"431600","Private, nonprofit","PA"
"431716","Public","NJ"
"431929","Private, nonprofit","PR"
"431983","Private, nonprofit","NY"
"432117","Private, for-profit","SC"
"432269","Private, nonprofit","TX"
"432348","Private, nonprofit","VA"
"432384","Private, for-profit","CA"
"432524","Private, nonprofit","DE"
"433004","Private, for-profit","CA"
"433013","Private, for-profit","CA"
"433040","Public","MA"
"433068","Public","FL"
"433101","Private, for-profit","RI"
"433138","Public","OH"
"433174","Public","NC"
"433387","Private, nonprofit","UT"
"433420","Private, for-profit","CA"
"433536","Private, nonprofit","LA"
"433660","Public","FL"
"434016","Public","NE"
"434061","Public","LA"
"434140","Private, for-profit","CA"
"434159","Private, for-profit","GA"
"434274","Private, for-profit","TX"
"434283","Private, for-profit","TX"
"434292","Private, for-profit","NC"
"434308","Private, for-profit","MD"
"434344","Private, for-profit","MA"
"434362","Private, nonprofit","WA"
"434432","Private, for-profit","NE"
"434441","Private, for-profit","FL"
"434469","Private, for-profit","FL"
"434496","Private, for-profit","SC"
"434539","Private, nonprofit","FL"
"434584","Public","AK"
"434672","Public","MD"
"434715","Private, for-profit","FL"
"434751","Private, nonprofit","MN"
"434821","Private, for-profit","LA"
"434830","Private, for-profit","OH"
"434900","Private, nonprofit","PR"
"434937","Private, nonprofit","MD"
"435000","Public","LA"
"436003","Private, for-profit","NJ"
"436030","Private, for-profit","MD"
"436100","Private, for-profit","ID"
"436261","Private, for-profit","CO"
"436304","Public","LA"
"436429","Private, for-profit","CA"
"436553","Private, for-profit","PR"
"436599","Private, for-profit","MA"
"436614","Private, nonprofit","AZ"
"436632","Private, for-profit","NC"
"436641","Private, for-profit","AL"
"436650","Private, for-profit","LA"
"436775","Private, for-profit","TX"
"436818","Public","CT"
"436827","Public","CT"
"436836","Public","CT"
"437097","Private, for-profit","VA"
"437103","Public","LA"
"437237","Private, nonprofit","RI"
"437316","Private, nonprofit","OR"
"437325","Private, nonprofit","OR"
"437556","Private, for-profit","IL"
"437608","Private, for-profit","TX"
"437635","Private, for-profit","TX"
"437705","Private, nonprofit","PR"
"437723","Private, nonprofit","NJ"
"437732","Private, nonprofit","TX"
"437750","Private, for-profit","CA"
"437769","Private, for-profit","VA"
"437778","Private, for-profit","TX"
"437857","Private, for-profit","IN"
"437936","Private, for-profit","CA"
"438151","Private, nonprofit","UT"
"438179","Private, for-profit","AZ"
"438221","Private, for-profit","PA"
"438258","Private, for-profit","CA"
"438285","Private, for-profit","FL"
"438337","Private, for-profit","PR"
"438498","Private, for-profit","VA"
"438504","Private, for-profit","CA"
"438586","Private, for-profit","GA"
"438674","Private, for-profit","MS"
"438708","Public","WV"
"438735","Private, for-profit","IN"
"438984","Private, for-profit","PR"
"439020","Private, for-profit","IL"
"439118","Private, for-profit","WA"
"439190","Public","WA"
"439288","Private, nonprofit","CO"
"439367","Private, nonprofit","CA"
"439394","Private, for-profit","FL"
"439446","Private, nonprofit","FL"
"439455","Private, for-profit","IL"
"439473","Private, for-profit","DC"
"439491","Private, for-profit","LA"
"439507","Private, for-profit","TX"
"439570","Private, nonprofit","OK"
"439622","Public","NY"
"439668","Private, for-profit","AZ"
"439686","Private, nonprofit","FL"
"439701","Private, nonprofit","TX"
"439738","Private, for-profit","LA"
"439747","Private, for-profit","CA"
"439774","Private, for-profit","FL"
"439783","Private, nonprofit","NY"
"439792","Private, for-profit","FL"
"439817","Private, nonprofit","NY"
"439844","Private, for-profit","LA"
"439862","Private, nonprofit","GU"
"439871","Private, for-profit","CA"
"439899","Private, nonprofit","OH"
"439914","Private, for-profit","WA"
"439932","Private, for-profit","OK"
"439969","Private, for-profit","FL"
"440004","Private, nonprofit","NH"
"440031","Private, nonprofit","CA"
"440059","Private, for-profit","GA"
"440101","Private, for-profit","GA"
"440217","Public","PA"
"440226","Private, for-profit","MO"
"440262","Private, for-profit","NY"
"440271","Private, nonprofit","LA"
"440396","Private, nonprofit","ID"
"440402","Public","AR"
"440651","Private, nonprofit","PR"
"440730","Public","NY"
"440749","Private, for-profit","SD"
"440776","Private, for-profit","TX"
"440794","Private, nonprofit","NJ"
"440819","Private, for-profit","CA"
"440828","Public","OR"
"440855","Private, for-profit","TX"
"440916","Public","LA"
"440989","Private, for-profit","TX"
"441025","Private, for-profit","SC"
"441052","Private, for-profit","CA"
"441070","Public","MI"
"441104","Private, nonprofit","TN"
"441131","Private, nonprofit","WA"
"441168","Private, for-profit","OR"
"441210","Public","AZ"
"441229","Private, for-profit","CA"
"441238","Private, nonprofit","CA"
"441256","Private, for-profit","CA"
"441371","Private, nonprofit","FL"
"441380","Private, for-profit","FL"
"441414","Public","FL"
"441423","Private, for-profit","FL"
"441487","Private, nonprofit","MO"
"441496","Private, for-profit","MO"
"441502","Private, for-profit","MS"
"441548","Private, for-profit","NJ"
"441575","Private, nonprofit","NY"
"441593","Public","NY"
"441609","Private, nonprofit","NY"
"441618","Private, for-profit","NY"
"441636","Private, for-profit","OH"
"441645","Private, for-profit","OH"
"441663","Private, for-profit","OR"
"441672","Public","PA"
"441690","Private, nonprofit","PR"
"441706","Private, for-profit","PR"
"441742","Private, for-profit","TX"
"441760","Public","TX"
"441788","Private, for-profit","TX"
"441830","Private, for-profit","UT"
"441858","Private, for-profit","VA"
"441876","Private, for-profit","VA"
"441900","Public","NV"
"441937","Public","CA"
"441982","Private, nonprofit","MA"
"442064","Private, nonprofit","PA"
"442073","Private, for-profit","NJ"
"442134","Private, for-profit","CO"
"442161","Private, for-profit","IL"
"442213","Private, for-profit","ME"
"442240","Private, for-profit","CA"
"442295","Private, nonprofit","FL"
"442329","Private, for-profit","FL"
"442356","Private, nonprofit","PA"
"442383","Private, for-profit","WV"
"442392","Private, nonprofit","OH"
"442426","Private, for-profit","MO"
"442435","Private, for-profit","GA"
"442523","Private, nonprofit","AK"
"442569","Private, for-profit","KS"
"442602","Private, for-profit","NM"
"442611","Private, for-profit","NC"
"442639","Private, for-profit","VA"
"442657","Private, for-profit","CA"
"442781","Public","AZ"
"442806","Private, nonprofit","VA"
"442842","Private, for-profit","IL"
"442879","Private, for-profit","AZ"
"442888","Private, for-profit","CA"
"442930","Private, for-profit","CA"
"442949","Private, nonprofit","OR"
"442967","Private, for-profit","NM"
"442976","Private, nonprofit","KY"
"442985","Private, for-profit","CA"
"443021","Private, for-profit","TX"
"443030","Private, nonprofit","IL"
"443049","Private, nonprofit","WA"
"443058","Private, nonprofit","OK"
"443076","Private, nonprofit","NC"
"443100","Private, nonprofit","PR"
"443128","Private, nonprofit","CA"
"443137","Private, for-profit","MI"
"443146","Private, for-profit","TX"
"443207","Private, nonprofit","CA"
"443216","Private, for-profit","NJ"
"443225","Private, for-profit","NJ"
"443234","Private, for-profit","FL"
"443252","Private, for-profit","FL"
"443261","Private, for-profit","SC"
"443289","Private, for-profit","CO"
"443298","Private, for-profit","TX"
"443322","Private, nonprofit","TX"
"443331","Private, for-profit","CA"
"443340","Private, nonprofit","TN"
"443377","Private, for-profit","PA"
"443410","Private, for-profit","WA"
"443492","Public","WV"
"443562","Private, nonprofit","PR"
"443571","Private, for-profit","CA"
"443599","Private, for-profit","OR"
"443632","Private, for-profit","CO"
"443641","Private, for-profit","RI"
"443650","Private, for-profit","TN"
"443669","Private, for-profit","NV"
"443696","Private, for-profit","TX"
"443702","Private, nonprofit","IL"
"443748","Private, nonprofit","GA"
"443766","Private, for-profit","TN"
"443784","Private, for-profit","PA"
"443951","Private, for-profit","PR"
"443979","Private, for-profit","MN"
"444051","Private, for-profit","OH"
"444088","Private, for-profit","NM"
"444103","Private, nonprofit","PA"
"444130","Private, nonprofit","CA"
"444194","Private, for-profit","PR"
"444219","Public","CA"
"444228","Private, for-profit","SC"
"444255","Private, for-profit","TN"
"444264","Private, for-profit","PR"
"444282","Private, for-profit","VA"
"444291","Private, for-profit","MD"
"444307","Private, for-profit","PA"
"444316","Private, for-profit","MT"
"444325","Private, for-profit","CA"
"444334","Private, for-profit","FL"
"444343","Private, for-profit","CA"
"444361","Private, for-profit","CA"
"444370","Private, for-profit","FL"
"444398","Private, nonprofit","TX"
"444404","Private, for-profit","FL"
"444413","Private, nonprofit","NY"
"444440","Private, for-profit","AL"
"444468","Private, for-profit","TN"
"444486","Private, for-profit","NC"
"444510","Private, nonprofit","CA"
"444529","Private, for-profit","CA"
"444556","Private, for-profit","TX"
"444565","Private, for-profit","TX"
"444583","Private, for-profit","PR"
"444635","Private, for-profit","OH"
"444662","Private, for-profit","LA"
"444671","Private, for-profit","PR"
"444699","Private, for-profit","HI"
"444714","Private, for-profit","GA"
"444732","Private, for-profit","PR"
"444778","Private, nonprofit","NC"
"444787","Private, for-profit","UT"
"444796","Private, for-profit","GA"
"444811","Private, for-profit","PA"
"444857","Private, for-profit","UT"
"444866","Private, for-profit","SC"
"444893","Private, for-profit","DC"
"444936","Private, for-profit","AZ"
"444945","Private, for-profit","LA"
"444954","Public","WV"
"445027","Private, for-profit","AZ"
"445054","Private, nonprofit","IL"
"445133","Private, for-profit","TX"
"445188","Public","CA"
"445203","Private, nonprofit","TX"
"445212","Private, for-profit","FL"
"445230","Private, for-profit","NV"
"445249","Private, nonprofit","TN"
"445258","Private, for-profit","OK"
"445267","Private, nonprofit","MO"
"445300","Private, for-profit","NJ"
"445364","Private, for-profit","CA"
"445461","Private, nonprofit","TX"
"445498","Private, for-profit","PR"
